99.60382920985842;5/3/2020-5:15;0.9960382920985842;1
96.69806067961461;5/3/2020-5:15;0.9669806067961462;1
92.17479813444895;5/3/2020-5:16;0.9217479813444895;1
92.78403461891413;5/3/2020-5:16;0.9278403461891414;2
94.60922333995056;5/3/2020-5:16;0.9460922333995057;2
95.48014749276335;5/3/2020-5:16;0.9548014749276335;1
95.91868590726014;5/3/2020-5:16;0.9591868590726014;2
92.6020469655323;5/3/2020-6:9;0.9260204696553229;2
94.68375100904439;5/3/2020-6:9;0.9468375100904438;1
97.42334204989542;5/3/2020-6:9;0.9742334204989542;1
95.32803388409236;5/3/2020-6:9;0.9532803388409237;2
92.74010398449968;5/3/2020-6:9;0.9274010398449968;2
91.4419543255786;5/3/2020-6:9;0.914419543255786;1
96.69480550191886;5/3/2020-6:9;0.9669480550191887;2
99.32095847662839;5/3/2020-6:14;0.9932095847662838;1
93.12453478226817;5/3/2020-6:15;0.9312453478226816;2
96.28908654438668;5/3/2020-6:15;0.9628908654438668;2
93.38938752095243;5/3/2020-6:15;0.9338938752095243;2
99.43438194486262;5/3/2020-6:15;0.9943438194486263;2
96.43992154845118;5/3/2020-6:16;0.9643992154845118;1
98.3972991433886;5/3/2020-6:16;0.983972991433886;1
92.37147024674807;5/3/2020-6:16;0.9237147024674808;1
1583414692006;5/3/2020-10:24;0.5958103537559509;2
1583414693945;5/3/2020-10:24;0.5909618139266968;2
1583414695909;5/3/2020-10:24;0.5921915769577026;2
1583414699952;5/3/2020-10:25;0.5960924029350281;2
1583414701921;5/3/2020-10:25;0.5922074317932129;2
1583414704040;5/3/2020-10:25;0.5947684049606323;2
1583414705967;5/3/2020-10:25;0.5901268124580383;2
1583414707920;5/3/2020-10:25;0.594566822052002;2
1583414709857;5/3/2020-10:25;0.5946986079216003;2
1583414711986;5/3/2020-10:25;0.5447462797164917;2
1583415737997;5/3/2020-10:42;0.5958653688430786;2
1583415739937;5/3/2020-10:42;0.5961228013038635;2
1583415742066;5/3/2020-10:42;0.5917738676071167;2
1583415744025;5/3/2020-10:42;0.594349205493927;2
1583415745963;5/3/2020-10:42;0.5953370332717896;2
1583415747943;5/3/2020-10:42;0.5960359573364258;2
1583415750018;5/3/2020-10:42;0.5958764553070068;2
1583415751974;5/3/2020-10:42;0.5960536599159241;2
1583415754070;5/3/2020-10:42;0.5956696271896362;2
1583415755097;5/3/2020-10:42;0.587855875492096;1
1583415757973;5/3/2020-10:42;0.5607256889343262;2
1583415756036;5/3/2020-10:42;0.5959689617156982;2
1583415757233;5/3/2020-10:42;0.5927732586860657;1
